Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Strandred;Total matches;258
26/11/2024;13:00 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;Sora Kuma [Sora Kuma] [Taiwan] [Taiwan] [Vietnamese] [Vietnamese];<;Sebastian [Persians] [Persians] [Uruguay] [Uruguay] [Sebastian];(G4) [Watch VOD] [Watch VOD];Vietnamese;Persians;Persians;FALSE;;;;;;;;
25/11/2024;15:00 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;The_Dragonstar [The Dragonstar] [India] [India] [Italians] [Italians];<;TaToH [Malians] [Malians] [Spain] [Spain] [TaToH];;Italians;Malians;Malians;FALSE;;;;;;;;
24/11/2024;17:00 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;Lewis [Lewis] [United Kingdom] [United Kingdom] [Italians] [Italians];<;TheViper [Dravidians] [Dravidians] [Norway] [Norway] [TheViper];;Italians;Dravidians;Dravidians;FALSE;;;;;;;;
23/11/2024;22:30 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Nahue05_ [Nahuel05] [Argentina] [Argentina] [Dravidians] [Dravidians];<;Sitaux [Romans] [Romans] [France] [France] [Sitaux];;Dravidians;Romans;Romans;FALSE;;;;;;;;
23/11/2024;17:00 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;Villese [Villese] [Finland] [Finland] [Dravidians] [Dravidians];>;MbL [Vikings] [Vikings] [Norway] [Norway] [MbL];(G3) [Watch VOD] [Watch VOD];Dravidians;Vikings;Dravidians;FALSE;;;;;;;;
22/11/2024;20:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Dr.Kozmonot [Dr.Kozmonot] [Turkey] [Turkey] [Lithuanians] [Lithuanians];<;F1Re [Armenians] [Armenians] [Brazil] [Brazil] [F1Re];;Lithuanians;Armenians;Armenians;FALSE;;;;;;;;
22/11/2024;16:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Emil :D [Emil :D] [Denmark] [Denmark] [Sicilians] [Sicilians];<;Dark [Huns] [Huns] [Russia] [Russia] [Dark];;Sicilians;Huns;Huns;FALSE;;;;;;;;
21/11/2024;20:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;StonePleaseAoE [StonePleaseAoE] [Germany] [Germany] [Italians] [Italians];<;classicpro [Koreans] [Koreans] [Ukraine] [Ukraine] [Classicpro];;Italians;Koreans;Koreans;FALSE;;;;;;;;
21/11/2024;18:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;miguel [Miguel] [Brazil] [Brazil] [Mayans] [Mayans];<;DauT [Dravidians] [Dravidians] [Serbia] [Serbia] [DauT];;Mayans;Dravidians;Dravidians;FALSE;;;;;;;;
21/11/2024;17:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Overtaken [Overtaken] [Estonia] [Estonia] [Mongols] [Mongols];<;dogao [Dravidians] [Dravidians] [Brazil] [Brazil] [Dogao];(G1) [Watch VOD] [Watch VOD];Mongols;Dravidians;Dravidians;FALSE;;;;;;;;
21/11/2024;14:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;iBUYPOWER [IBUYPOWER] [China] [China] [Bengalis] [Bengalis];<;Barles [Chinese] [Chinese] [Poland] [Poland] [Barles];;Bengalis;Chinese;Chinese;FALSE;;;;;;;;
21/11/2024;14:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Youpudding [Youpudding] [Taiwan] [Taiwan] [Chinese] [Chinese];<;Capoch [Persians] [Persians] [Argentina] [Argentina] [Capoch];;Chinese;Persians;Persians;FALSE;;;;;;;;
20/11/2024;17:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Ozone [Ozone] [Colombia] [Colombia] [Koreans] [Koreans];<;Nicov [Berbers] [Berbers] [Argentina] [Argentina] [Nicov];(G2) [Watch VOD] [Watch VOD];Koreans;Berbers;Berbers;FALSE;;;;;;;;
20/11/2024;14:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Whocl [DreamCl] [Chile] [Chile] [Aztecs] [Aztecs];<;Yo [Georgians] [Georgians] [China] [China] [Yo];;Aztecs;Georgians;Georgians;FALSE;;;;;;;;
20/11/2024;13:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Dennis [Dennis] [Hong Kong] [Hong Kong] [Romans] [Romans];>;Mihai06 [Vietnamese] [Vietnamese] [Romania] [Romania] [Mihai06];;Romans;Vietnamese;Romans;FALSE;;;;;;;;
19/11/2024;09:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;ThunderboltX [ThunderboltX] [Bulgaria] [Bulgaria] [Chinese] [Chinese];<;Vinchester [Koreans] [Koreans] [Russia] [Russia] [Vinchester];;Chinese;Koreans;Koreans;FALSE;;;;;;;;
18/11/2024;01:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Lucho [Lucho] [Argentina] [Argentina] [Japanese] [Japanese];<;Sora Kuma [Japanese] [Japanese] [Taiwan] [Taiwan] [Sora Kuma];;Japanese;Japanese;Japanese;TRUE;;;;;;;;
17/11/2024;20:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Whitecourt [Whitecourt] [Chile] [Chile] [Persians] [Persians];<;FreakinAndy [Japanese] [Japanese] [Austria] [Austria] [FreakinAndy];;Persians;Japanese;Japanese;FALSE;;;;;;;;
17/11/2024;12:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Z40 [Z40] [Taiwan] [Taiwan] [Chinese] [Chinese];>;Villese [Japanese] [Japanese] [Finland] [Finland] [Villese];(G3) [Watch VOD] [Watch VOD];Chinese;Japanese;Chinese;FALSE;;;;;;;;
16/11/2024;19:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;boywonder_ [Boywonder (page does not exist)] [Turkey] [Turkey] [Japanese] [Japanese];<;dogao [Dravidians] [Dravidians] [Brazil] [Brazil] [Dogao];(G3) [Watch VOD] [Watch VOD];Japanese;Dravidians;Dravidians;FALSE;;;;;;;;
16/11/2024;14:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;GGOut [GGOut] [Sweden] [Sweden] [Dravidians] [Dravidians];<;Yo [Malians] [Malians] [China] [China] [Yo];;Dravidians;Malians;Malians;FALSE;;;;;;;;
16/11/2024;13:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Ice Cream [Ice Cream (page does not exist)] [Taiwan] [Taiwan] [Mayans] [Mayans];<;Sebastian [Malians] [Malians] [Uruguay] [Uruguay] [Sebastian];;Mayans;Malians;Malians;FALSE;;;;;;;;
16/11/2024;13:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;dog9you [Dog9you (page does not exist)] [China] [China] [Malians] [Malians];<;Babaorum [Celts] [Celts] [France] [France] [Babaorum];;Malians;Celts;Celts;FALSE;;;;;;;;
15/11/2024;18:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;SOL/USDT [NeoZz] [France] [France] [Malians] [Malians];<;Margougou [Dravidians] [Dravidians] [France] [France] [Margougou];;Malians;Dravidians;Dravidians;FALSE;;;;;;;;
15/11/2024;18:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;blve [Blve (page does not exist)] [Taiwan] [Taiwan] [Mayans] [Mayans];>;KiNGStone [Bengalis] [Bengalis] [Mexico] [Mexico] [KingstoNe];;Mayans;Bengalis;Mayans;FALSE;;;;;;;;
15/11/2024;17:45 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Lighty [Lighty] [France] [France] [Malay] [Malay];>;Dr.Kozmonot [Italians] [Italians] [Turkey] [Turkey] [Dr.Kozmonot];;Malay;Italians;Malay;FALSE;;;;;;;;
15/11/2024;17:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Szikyyyy [Sziky] [Hungary] [Hungary] [Japanese] [Japanese];>;StonePleaseAoE [Koreans] [Koreans] [Germany] [Germany] [StonePleaseAoE];(G2) [Watch VOD] [Watch VOD];Japanese;Koreans;Japanese;FALSE;;;;;;;;
15/11/2024;16:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Nezzar [Nezzar (page does not exist)] [Hong Kong] [Hong Kong] [Persians] [Persians];>;iBUYPOWER [Japanese] [Japanese] [China] [China] [IBUYPOWER];;Persians;Japanese;Persians;FALSE;;;;;;;;
15/11/2024;15:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;TeMo [TeMo] [Morocco] [Morocco] [Japanese] [Japanese];<;Cloud [Chinese] [Chinese] [Taiwan] [Taiwan] [Cloud (Taiwanese player)];(G5) [Watch VOD] [Watch VOD];Japanese;Chinese;Chinese;FALSE;;;;;;;;
15/11/2024;15:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;GuKi [GUKI] [Mexico] [Mexico] [Magyars] [Magyars];<;saymyname [Koreans] [Koreans] [Vietnam] [Vietnam] [Saymyname];(G4) [Watch VOD] [Watch VOD];Magyars;Koreans;Koreans;FALSE;;;;;;;;
15/11/2024;13:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;kw [Kw] [Taiwan] [Taiwan] [Bengalis] [Bengalis];<;ACCM [Malians] [Malians] [Vietnam] [Vietnam] [ACCM];;Bengalis;Malians;Malians;FALSE;;;;;;;;
15/11/2024;12:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;m0re [M0re] [Spain] [Spain] [Vietnamese] [Vietnamese];<;Dennis [Celts] [Celts] [Hong Kong] [Hong Kong] [Dennis];;Vietnamese;Celts;Celts;FALSE;;;;;;;;
14/11/2024;21:30 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;ilovebaskets [Ilovebaskets (page does not exist)] [United States] [United States] [Japanese] [Japanese];<;Liereyy [Lithuanians] [Lithuanians] [Austria] [Austria] [Liereyy];(G2) [Watch VOD] [Watch VOD];Japanese;Lithuanians;Lithuanians;FALSE;;;;;;;;
14/11/2024;20:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Lamo [Lamo] [Latvia] [Latvia] [Romans] [Romans];<;Ozone [Japanese] [Japanese] [Colombia] [Colombia] [Ozone];(G3) [Watch VOD] [Watch VOD];Romans;Japanese;Japanese;FALSE;;;;;;;;
14/11/2024;19:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;themariach1 [Themariach1] [Mexico] [Mexico] [Japanese] [Japanese];<;Nicov [Dravidians] [Dravidians] [Argentina] [Argentina] [Nicov];(G2) [Watch VOD] [Watch VOD];Japanese;Dravidians;Dravidians;FALSE;;;;;;;;
14/11/2024;19:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;eskabe [Eskabe] [Argentina] [Argentina] [Dravidians] [Dravidians];<;Mihai06 [Khmer] [Khmer] [Romania] [Romania] [Mihai06];(G2) [Watch VOD] [Watch VOD];Dravidians;Khmer;Khmer;FALSE;;;;;;;;
14/11/2024;19:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Faneth [Faneth (page does not exist)] [Netherlands] [Netherlands] [Japanese] [Japanese];<;classicpro [Dravidians] [Dravidians] [Ukraine] [Ukraine] [Classicpro];;Japanese;Dravidians;Dravidians;FALSE;;;;;;;;
14/11/2024;17:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Macluffy [Macluffy (page does not exist)] [Morocco] [Morocco] [Tatars] [Tatars];<;Whitecourt [Malay] [Malay] [Chile] [Chile] [Whitecourt];;Tatars;Malay;Malay;FALSE;;;;;;;;
14/11/2024;16:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Dziamdziak [Dziamdziak] [Poland] [Poland] [Japanese] [Japanese];<;JBT [Dravidians] [Dravidians] [China] [China] [Jibatong];(G1) [Watch VOD] [Watch VOD];Japanese;Dravidians;Dravidians;FALSE;;;;;;;;
14/11/2024;16:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Good_Game [Good Game] [Russia] [Russia] [Cumans] [Cumans];<;Overtaken [Vietnamese] [Vietnamese] [Estonia] [Estonia] [Overtaken];(G1) [Watch VOD] [Watch VOD];Cumans;Vietnamese;Vietnamese;FALSE;;;;;;;;
14/11/2024;15:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Emil :D [Emil :D] [Denmark] [Denmark] [Bengalis] [Bengalis];<;Thành C? Qu?ng Tr? [Japanese] [Japanese] [Vietnam] [Vietnam] [Thành C? Qu?ng Tr?];;Bengalis;Japanese;Japanese;FALSE;;;;;;;;
14/11/2024;01:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;The_Bloodless [The Bloodless] [United States] [United States] [Lithuanians] [Lithuanians];<;slam [Malians] [Malians] [Canada] [Canada] [Slam];;Lithuanians;Malians;Malians;FALSE;;;;;;;;
13/11/2024;17:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;emalius2 [Emalius2] [Finland] [Finland] [Persians] [Persians];<;AntagonisT [Persians] [Persians] [Russia] [Russia] [IAnTaGoNiStI];(G1) [Watch VOD] [Watch VOD];Persians;Persians;Persians;TRUE;;;;;;;;
12/11/2024;18:30 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Godsprisoner [Godsprisoner (page does not exist)] [United States] [United States] [Saracens] [Saracens];<;Barles [Japanese] [Japanese] [Poland] [Poland] [Barles];(G1) [Watch VOD] [Watch VOD];Saracens;Japanese;Japanese;FALSE;;;;;;;;
12/11/2024;14:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Round of 128 & Round of 64 [Wandering Warriors Cup/2/Ro128 & Ro64];Stranded (2020) [Stranded (2020)];1v1;Taeyoon [Taeyoon (page does not exist)] [Taiwan] [Taiwan] [Khmer] [Khmer];<;Ganji [Portuguese] [Portuguese] [Sweden] [Sweden] [Ganji];;Khmer;Portuguese;Portuguese;FALSE;;;;;;;;
04/11/2024;18:00 UTC;[Age of Empires II];Wandering Warriors Cup 2: Showmatch [Wandering Warriors Cup/2/Showmatch];Stranded (2020) [Stranded (2020)];1v1;TheViper [TheViper] [Norway] [Norway] [Bengalis] [Bengalis];<;DauT [Dravidians] [Dravidians] [Serbia] [Serbia] [DauT];(G5) [Watch VOD] [Watch VOD];Bengalis;Dravidians;Dravidians;FALSE;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
