Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Strandred;Total matches;110
30/05/2025;18:30 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Hearttt [Hearttt] [Peru] [Peru] [Huns] [Huns];<;Liereyy [Chinese] [Chinese] [Austria] [Austria] [Liereyy];(G5) [Watch VOD] [Watch VOD];Huns;Chinese;Chinese;FALSE;;;;;;;;
30/05/2025;15:00 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Yo [Yo] [China] [China] [Georgians] [Georgians];<;TheViper [Huns] [Huns] [Norway] [Norway] [TheViper];(G6) [Watch VOD] [Watch VOD];Georgians;Huns;Huns;FALSE;;;;;;;;
28/05/2025;18:50 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Hearttt [Hearttt] [Peru] [Peru] [Malians] [Malians];>;Barles [Chinese] [Chinese] [Poland] [Poland] [Barles];(G1) [Watch VOD] [Watch VOD];Malians;Chinese;Malians;FALSE;;;;;;;;
27/05/2025;18:45 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Sitaux [Sitaux] [France] [France] [Huns] [Huns];>;Mihai06 [Wu] [Wu] [Romania] [Romania] [Mihai06];(G4) [Watch VOD] [Watch VOD];Huns;Wu;Huns;FALSE;;;;;;;;
26/05/2025;17:10 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Sitaux [Sitaux] [France] [France] [Wu] [Wu];<;Vinchester [Huns] [Huns] [Russia] [Russia] [Vinchester];(G2) [Watch VOD] [Watch VOD];Wu;Huns;Huns;FALSE;;;;;;;;
25/05/2025;14:10 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Koreans] [Koreans];>;TheViper [Italians] [Italians] [Norway] [Norway] [TheViper];(G3) [Watch VOD] [Watch VOD];Koreans;Italians;Koreans;FALSE;;;;;;;;
24/05/2025;15:35 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;FreakinAndy [FreakinAndy] [Austria] [Austria] [Chinese] [Chinese];<;Barles [Italians] [Italians] [Poland] [Poland] [Barles];(G3) [Watch VOD] [Watch VOD];Chinese;Italians;Italians;FALSE;;;;;;;;
23/05/2025;18:30 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Sitaux [Sitaux] [France] [France] [Malians] [Malians];<;Liereyy [Italians] [Italians] [Austria] [Austria] [Liereyy];(G4) [Watch VOD] [Watch VOD];Malians;Italians;Italians;FALSE;;;;;;;;
22/05/2025;16:50 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;MbL [MbL] [Norway] [Norway] [Malay] [Malay];<;Hearttt [Malians] [Malians] [Peru] [Peru] [Hearttt];(G3) [Watch VOD] [Watch VOD];Malay;Malians;Malians;FALSE;;;;;;;;
21/05/2025;14:00 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Barles [Barles] [Poland] [Poland] [Huns] [Huns];<;Yo [Huns] [Huns] [China] [China] [Yo];(G1) [Watch VOD] [Watch VOD];Huns;Huns;Huns;TRUE;;;;;;;;
18/05/2025;17:30 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Barles [Barles] [Poland] [Poland] [Wu] [Wu];<;Hera [Japanese] [Japanese] [Canada] [Canada] [Hera];(G5) [Watch VOD] [Watch VOD];Wu;Japanese;Japanese;FALSE;;;;;;;;
13/05/2025;18:30 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;rgeadn [Rgeadn] [United Kingdom] [United Kingdom] [Malians] [Malians];>;DanMT [Koreans] [Koreans] [United Kingdom] [United Kingdom] [DanMT];(G2) [Watch VOD] [Watch VOD];Malians;Koreans;Malians;FALSE;;;;;;;;
