Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Fortified Clearing;Total matches;205
07/07/2022;13:00 UTC;[Age of Empires II];T90 Titans League: Platinum League [T90 Titans League/1/Platinum League];Fortified Clearing [Fortified Clearing];1v1;JorDan_AoE [JorDan AoE] [Germany] [Germany] [Poles] [Poles];<;TheViper [Britons] [Britons] [Norway] [Norway] [TheViper];(G1) [Watch VOD] [Watch VOD];Poles;Britons;Britons;FALSE;;;;;;Fortified Clearing;;
30/06/2022;19:00 UTC;[Age of Empires II];T90 Titans League: Platinum League [T90 Titans League/1/Platinum League];Fortified Clearing [Fortified Clearing];1v1;slam [Slam] [Canada] [Canada] [Burgundians] [Burgundians];<;Liereyy [Khmer] [Khmer] [Austria] [Austria] [Liereyy];(G1) [Watch VOD] [Watch VOD];Burgundians;Khmer;Khmer;FALSE;;;;;;Fortified Clearing;;
30/06/2022;16:00 UTC;[Age of Empires II];T90 Titans League: Gold League [T90 Titans League/1/Gold League];Fortified Clearing [Fortified Clearing];1v1;Sobek [Sobek] [Chile] [Chile] [Burgundians] [Burgundians];<;Modri [Poles] [Poles] [Slovenia] [Slovenia] [Modri];(G2) [Watch VOD] [Watch VOD];Burgundians;Poles;Poles;FALSE;;;;;;Fortified Clearing;;
30/06/2022;15:00 UTC;[Age of Empires II];T90 Titans League: Platinum League [T90 Titans League/1/Platinum League];Fortified Clearing [Fortified Clearing];1v1;MbL [MbL] [Norway] [Norway] [Burgundians] [Burgundians];>;ACCM [Mongols] [Mongols] [Vietnam] [Vietnam] [ACCM];(G1) [Watch VOD] [Watch VOD];Burgundians;Mongols;Burgundians;FALSE;;;;;;Fortified Clearing;;
30/06/2022;13:00 UTC;[Age of Empires II];T90 Titans League: Platinum League [T90 Titans League/1/Platinum League];Fortified Clearing [Fortified Clearing];1v1;bruh [BruH] [Brazil] [Brazil] [Poles] [Poles];>;Yo [Burgundians] [Burgundians] [China] [China] [Yo];(G2) [Watch VOD] [Watch VOD];Poles;Burgundians;Poles;FALSE;;;;;;Fortified Clearing;;
29/06/2022;18:15 UTC;[Age of Empires II];T90 Titans League: Gold League [T90 Titans League/1/Gold League];Fortified Clearing [Fortified Clearing];1v1;Nili [Nili] [Germany] [Germany] [Turks] [Turks];>;DracKeN [Burgundians] [Burgundians] [Czechia] [Czechia] [DracKeN];(G3) [Watch VOD] [Watch VOD];Turks;Burgundians;Turks;FALSE;;;;;;Fortified Clearing;;
21/05/2022;18:20 UTC;[Age of Empires II];The Resurgence [The Resurgence];Fortified Clearing [Fortified Clearing];1v1;JorDan_AoE [JorDan AoE] [Germany] [Germany] [Burgundians] [Burgundians];>;Villese [Bohemians] [Bohemians] [Finland] [Finland] [Villese];(G5) [Watch VOD] [Watch VOD];Burgundians;Bohemians;Burgundians;FALSE;;;;;;Fortified Clearing;;
21/05/2022;14:00 UTC;[Age of Empires II];The Resurgence [The Resurgence];Fortified Clearing [Fortified Clearing];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Turks] [Turks];<;Yo [Bohemians] [Bohemians] [China] [China] [Yo];(G5) [Watch VOD] [Watch VOD];Turks;Bohemians;Bohemians;FALSE;;;;;;Fortified Clearing;;
20/05/2022;20:50 UTC;[Age of Empires II];The Resurgence [The Resurgence];Fortified Clearing [Fortified Clearing];1v1;Vinchester [Vinchester] [Russia] [Russia] [Malay] [Malay];<;JorDan_AoE [Turks] [Turks] [Germany] [Germany] [JorDan AoE];(G4) [Watch VOD] [Watch VOD];Malay;Turks;Turks;FALSE;;;;;;Fortified Clearing;;
15/05/2022;21:30 UTC;[Age of Empires II];The Resurgence [The Resurgence];Fortified Clearing [Fortified Clearing];1v1;Nicov [Nicov] [Argentina] [Argentina] [Slavs] [Slavs];<;ACCM [Sicilians] [Sicilians] [Vietnam] [Vietnam] [ACCM];(G5) [Watch VOD] [Watch VOD];Slavs;Sicilians;Sicilians;FALSE;;;;;;Fortified Clearing;;
15/05/2022;14:00 UTC;[Age of Empires II];The Resurgence [The Resurgence];Fortified Clearing [Fortified Clearing];1v1;miguel [Miguel] [Brazil] [Brazil] [Bohemians] [Bohemians];>;Dark [Tatars] [Tatars] [Russia] [Russia] [Dark];(G2) [Watch VOD] [Watch VOD];Bohemians;Tatars;Bohemians;FALSE;;;;;;Fortified Clearing;;
13/05/2022;16:00 UTC;[Age of Empires II];The Resurgence [The Resurgence];Fortified Clearing [Fortified Clearing];1v1;DauT [DauT] [Serbia] [Serbia] [Teutons] [Teutons];>;Vinchester [Vietnamese] [Vietnamese] [Russia] [Russia] [Vinchester];(G3) [Watch VOD] [Watch VOD];Teutons;Vietnamese;Teutons;FALSE;;;;;;Fortified Clearing;;
13/05/2022;14:00 UTC;[Age of Empires II];The Resurgence [The Resurgence];Fortified Clearing [Fortified Clearing];1v1;Dark [Dark] [Russia] [Russia] [Ethiopians] [Ethiopians];<;Yo [Khmer] [Khmer] [China] [China] [Yo];(G3) [Watch VOD] [Watch VOD];Ethiopians;Khmer;Khmer;FALSE;;;;;;Fortified Clearing;;
07/05/2022;19:50 UTC;[Age of Empires II];The Resurgence [The Resurgence];Fortified Clearing [Fortified Clearing];1v1;Sitaux [Sitaux] [France] [France] [Hindustanis] [Hindustanis];<;DauT [Bohemians] [Bohemians] [Serbia] [Serbia] [DauT];(G3) [Watch VOD] [Watch VOD];Hindustanis;Bohemians;Bohemians;FALSE;;;;;;Fortified Clearing;;
30/04/2022;15:30 UTC;[Age of Empires II];The Resurgence: Qualifier [The Resurgence/Qualifier];Fortified Clearing [Fortified Clearing];1v1;repard [Repard] [Russia] [Russia] [Slavs] [Slavs];>;JorDan_AoE [Bohemians] [Bohemians] [Germany] [Germany] [JorDan AoE];(G3) [Watch VOD] [Watch VOD];Slavs;Bohemians;Slavs;FALSE;;;;;;Fortified Clearing;;
;;;;;;;;;;;;;;;;;;;Fortified Clearing;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
