Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Kawasan;Total matches;795
08/08/2022;21:30 UTC;[Age of Empires II];Copa México 2022: Viaje al Mictlán [Copa México/2022];Kawasan [Kawasan];1v1;KingstoNe [KingstoNe] [Mexico] [Mexico] [Persians] [Persians];>;Uzzi [Burgundians] [Burgundians] [Mexico] [Mexico] [Uzzi];;Persians;Burgundians;Persians;FALSE;;;;;;Kawasan;;
06/08/2022;19:30 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Kawasan [Kawasan];1v1;darvoi [Darvoi] [United Kingdom] [United Kingdom] [Huns] [Huns];>;Pete26196 [Byzantines] [Byzantines] [United Kingdom] [United Kingdom] [Pete26196 (page does not exist)];;Huns;Byzantines;Huns;FALSE;;;;;;Kawasan;;
06/08/2022;14:00 UTC;[Age of Empires II];Death Match World Cup 5: Qualifier: Group Stage [Death Match World Cup/5/Qualifier/Group Stage];Kawasan [Kawasan];1v1;Rayzor [Rayzor] [Australia] [Australia] [Britons] [Britons];<;L3af [Franks] [Franks] [United States] [United States] [L3af];;Britons;Franks;Franks;FALSE;;;;;;Kawasan;;
04/08/2022;19:00 UTC;[Age of Empires II];Death Match World Cup 5: Qualifier: Group Stage [Death Match World Cup/5/Qualifier/Group Stage];Kawasan [Kawasan];1v1;Ciskhan [Ciskhan] [France] [France] [Tatars] [Tatars];<;KDanJuro [Saracens] [Saracens] [United Kingdom] [United Kingdom] [MaJoR Kd];;Tatars;Saracens;Saracens;FALSE;;;;;;Kawasan;;
31/07/2022;20:00 UTC;[Age of Empires II];Death Match World Cup 5: Qualifier: Group Stage [Death Match World Cup/5/Qualifier/Group Stage];Kawasan [Kawasan];1v1;KDanJuro [MaJoR Kd] [United Kingdom] [United Kingdom] [Goths] [Goths];<;TwEpY [Malians] [Malians] [United Kingdom] [United Kingdom] [TwEpY (page does not exist)];;Goths;Malians;Malians;FALSE;;;;;;Kawasan;;
31/07/2022;12:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Kawasan [Kawasan];1v1;DanMT [DanMT] [United Kingdom] [United Kingdom] [Japanese] [Japanese];<;dave_hun [Byzantines] [Byzantines] [Hungary] [Hungary] [Dave hun];;Japanese;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
28/07/2022;21:00 UTC;[Age of Empires II];Death Match World Cup 5: Qualifier: Group Stage [Death Match World Cup/5/Qualifier/Group Stage];Kawasan [Kawasan];1v1;Mununez [Mununez] [United States] [United States] [Sicilians] [Sicilians];<;miguel [Chinese] [Chinese] [Brazil] [Brazil] [Miguel];;Sicilians;Chinese;Chinese;FALSE;;;;;;Kawasan;;
27/07/2022;19:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Kawasan [Kawasan];1v1;Aristocats [Aristocats (page does not exist)] [United Kingdom] [United Kingdom] [Bohemians] [Bohemians];>;Pete26196 [Franks] [Franks] [United Kingdom] [United Kingdom] [Pete26196 (page does not exist)];;Bohemians;Franks;Bohemians;FALSE;;;;;;Kawasan;;
26/07/2022;18:00 UTC;[Age of Empires II];Death Match World Cup 5: Qualifier: Group Stage [Death Match World Cup/5/Qualifier/Group Stage];Kawasan [Kawasan];1v1;Lobo [LobodeLaNieve] [Mexico] [Mexico] [Portuguese] [Portuguese];<;LaN [Franks] [Franks] [Spain] [Spain] [LaN];;Portuguese;Franks;Franks;FALSE;;;;;;Kawasan;;
26/07/2022;17:00 UTC;[Age of Empires II];Death Match World Cup 5: Qualifier: Group Stage [Death Match World Cup/5/Qualifier/Group Stage];Kawasan [Kawasan];1v1;Xuma [Xuma (page does not exist)] [Turkey] [Turkey] [Goths] [Goths];<;Dragonstar [Lithuanians] [Lithuanians] [India] [India] [The Dragonstar];;Goths;Lithuanians;Lithuanians;FALSE;;;;;;Kawasan;;
23/07/2022;20:15 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Kawasan [Kawasan];1v1;aoe2hostage [Aoe2hostage (page does not exist)] [United States] [United States] [Franks] [Franks];>;James [Byzantines] [Byzantines] [United Kingdom] [United Kingdom] [James (page does not exist)];;Franks;Byzantines;Franks;FALSE;;;;;;Kawasan;;
23/07/2022;20:00 UTC;[Age of Empires II];Death Match World Cup 5: Qualifier: Group Stage [Death Match World Cup/5/Qualifier/Group Stage];Kawasan [Kawasan];1v1;OriGiNaL [Zaryab] [Pakistan] [Pakistan] [Mongols] [Mongols];<;Zayu [Gurjaras] [Gurjaras] [Germany] [Germany] [Zayu (page does not exist)];;Mongols;Gurjaras;Gurjaras;FALSE;;;;;;Kawasan;;
21/07/2022;20:30 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Kawasan [Kawasan];1v1;aoe2hostage [Aoe2hostage (page does not exist)] [United States] [United States] [Franks] [Franks];>;Nathanael [Teutons] [Teutons] [United Kingdom] [United Kingdom] [Nathanael (page does not exist)];;Franks;Teutons;Franks;FALSE;;;;;;Kawasan;;
21/07/2022;15:00 UTC;[Age of Empires II];Death Match World Cup 5: Qualifier: Group Stage [Death Match World Cup/5/Qualifier/Group Stage];Kawasan [Kawasan];1v1;Lord_Turfux [Lord Turfux (page does not exist)] [Germany] [Germany] [Teutons] [Teutons];>;Greendude [Italians] [Italians] [Greendude439 (page does not exist)];;Teutons;Italians;Teutons;FALSE;;;;;;Kawasan;;
20/07/2022;17:45 UTC;[Age of Empires II];Death Match World Cup 5: Qualifier: Group Stage [Death Match World Cup/5/Qualifier/Group Stage];Kawasan [Kawasan];1v1;miguel [Miguel] [Brazil] [Brazil] [Mayans] [Mayans];>;PoLaR [Celts] [Celts] [United Kingdom] [United Kingdom] [PoLaR];;Mayans;Celts;Mayans;FALSE;;;;;;Kawasan;;
19/07/2022;18:15 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Kawasan [Kawasan];1v1;Toota [Toota (page does not exist)] [United Kingdom] [United Kingdom] [Huns] [Huns];<;Nick [Dravidians] [Dravidians] [United Kingdom] [United Kingdom] [Nick];;Huns;Dravidians;Dravidians;FALSE;;;;;;Kawasan;;
17/07/2022;18:00 UTC;[Age of Empires II];Death Match World Cup 5: Qualifier: Group Stage [Death Match World Cup/5/Qualifier/Group Stage];Kawasan [Kawasan];1v1;Wraith [Wraith] [France] [France] [Spanish] [Spanish];<;Daywalker [Tatars] [Tatars] [United Kingdom] [United Kingdom] [Daywalker];;Spanish;Tatars;Tatars;FALSE;;;;;;Kawasan;;
17/07/2022;13:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Kawasan [Kawasan];1v1;Capy [Capy] [United Kingdom] [United Kingdom] [Aztecs] [Aztecs];<;dave_hun [Huns] [Huns] [Hungary] [Hungary] [Dave hun];;Aztecs;Huns;Huns;FALSE;;;;;;Kawasan;;
16/07/2022;17:01 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Kawasan [Kawasan];1v1;willdbeast [Willdbeast (page does not exist)] [United Kingdom] [United Kingdom] [Poles] [Poles];<;King_Boo [Mongols] [Mongols] [United Kingdom] [United Kingdom] [King Boo];;Poles;Mongols;Mongols;FALSE;;;;;;Kawasan;;
13/07/2022;21:00 UTC;[Age of Empires II];Death Match World Cup 5: Qualifier: Group Stage [Death Match World Cup/5/Qualifier/Group Stage];Kawasan [Kawasan];1v1;Yeoman [Yeoman (page does not exist)] [United Kingdom] [United Kingdom] [Ethiopians] [Ethiopians];<;Mununez [Japanese] [Japanese] [United States] [United States] [Mununez];;Ethiopians;Japanese;Japanese;FALSE;;;;;;Kawasan;;
13/07/2022;17:00 UTC;[Age of Empires II];Death Match World Cup 5: Qualifier: Group Stage [Death Match World Cup/5/Qualifier/Group Stage];Kawasan [Kawasan];1v1;TheMole [TheMole (page does not exist)] [France] [France] [Japanese] [Japanese];<;Overtaken [Teutons] [Teutons] [Estonia] [Estonia] [Overtaken];;Japanese;Teutons;Teutons;FALSE;;;;;;Kawasan;;
13/07/2022;14:00 UTC;[Age of Empires II];Death Match World Cup 5: Qualifier: Group Stage [Death Match World Cup/5/Qualifier/Group Stage];Kawasan [Kawasan];1v1;Failey [Failey (page does not exist)] [Australia] [Australia] [Khmer] [Khmer];<;Paulad [Teutons] [Teutons] [France] [France] [Paulad (page does not exist)];;Khmer;Teutons;Teutons;FALSE;;;;;;Kawasan;;
11/07/2022;20:30 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Kawasan [Kawasan];1v1;aoe2hostage [Aoe2hostage (page does not exist)] [United States] [United States] [Aztecs] [Aztecs];<;darvoi [Huns] [Huns] [United Kingdom] [United Kingdom] [Darvoi];;Aztecs;Huns;Huns;FALSE;;;;;;Kawasan;;
11/07/2022;13:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Kawasan [Kawasan];1v1;Nathanael [Nathanael (page does not exist)] [United Kingdom] [United Kingdom] [Huns] [Huns];<;darvoi [Japanese] [Japanese] [United Kingdom] [United Kingdom] [Darvoi];;Huns;Japanese;Japanese;FALSE;;;;;;Kawasan;;
11/07/2022;12:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Kawasan [Kawasan];1v1;YoungPanda95 [YoungPanda95 (page does not exist)] [South Africa] [South Africa] [Lithuanians] [Lithuanians];<;Capy [Byzantines] [Byzantines] [United Kingdom] [United Kingdom] [Capy];;Lithuanians;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
09/07/2022;20:00 UTC;[Age of Empires II];Death Match World Cup 5: Qualifier: Group Stage [Death Match World Cup/5/Qualifier/Group Stage];Kawasan [Kawasan];1v1;Antzio [Antzio (page does not exist)] [France] [France] [Franks] [Franks];<;TwEpY [Cumans] [Cumans] [United Kingdom] [United Kingdom] [TwEpY (page does not exist)];;Franks;Cumans;Cumans;FALSE;;;;;;Kawasan;;
08/07/2022;20:00 UTC;[Age of Empires II];Death Match World Cup 5: Qualifier: Group Stage [Death Match World Cup/5/Qualifier/Group Stage];Kawasan [Kawasan];1v1;KDanJuro [MaJoR Kd] [United Kingdom] [United Kingdom] [Mayans] [Mayans];>;Darkillermon [Tatars] [Tatars] [Brazil] [Brazil] [Darkillermon (page does not exist)];;Mayans;Tatars;Mayans;FALSE;;;;;;Kawasan;;
06/07/2022;02:00 UTC;[Age of Empires II];Copa México 2022: Viaje al Mictlán [Copa México/2022];Kawasan [Kawasan];1v1;MostMilk [MostMilk (page does not exist)] [Mexico] [Mexico] [Persians] [Persians];>;Alextremo [Vikings] [Vikings] [Mexico] [Mexico] [IamAlextremo];;Persians;Vikings;Persians;FALSE;;;;;;Kawasan;;
03/07/2022;18:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;True [True] [United States] [United States] [Hindustanis] [Hindustanis];<;Frost_9 [Saracens] [Saracens] [Sweden] [Sweden] [Frost 9];;Hindustanis;Saracens;Saracens;FALSE;;;;;;Kawasan;;
01/07/2022;20:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;True [True] [United States] [United States] [Gurjaras] [Gurjaras];>;kelar [Gurjaras] [Gurjaras] [Germany] [Germany] [Kelar];;Gurjaras;Gurjaras;Gurjaras;TRUE;;;;;;Kawasan;;
28/06/2022;17:10 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;kelar [Kelar] [Germany] [Germany] [Gurjaras] [Gurjaras];>;Solara [Gurjaras] [Gurjaras] [Israel] [Israel] [Solara];;Gurjaras;Gurjaras;Gurjaras;TRUE;;;;;;Kawasan;;
27/06/2022;03:00 UTC;[Age of Empires II];Copa México 2022: Viaje al Mictlán [Copa México/2022];Kawasan [Kawasan];1v1;Chirris [Chirris (page does not exist)] [Mexico] [Mexico] [Byzantines] [Byzantines];<;MostMilk [Lithuanians] [Lithuanians] [Mexico] [Mexico] [MostMilk (page does not exist)];;Byzantines;Lithuanians;Lithuanians;FALSE;;;;;;Kawasan;;
26/06/2022;21:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;ffavorite_1 [Ffavorite 1] [United States] [United States] [Bengalis] [Bengalis];<;bruh [Bengalis] [Bengalis] [Brazil] [Brazil] [BruH];;Bengalis;Bengalis;Bengalis;TRUE;;;;;;Kawasan;;
25/06/2022;19:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;FreakinAndy [FreakinAndy] [Austria] [Austria] [Saracens] [Saracens];<;True [Hindustanis] [Hindustanis] [United States] [United States] [True];;Saracens;Hindustanis;Hindustanis;FALSE;;;;;;Kawasan;;
20/06/2022;20:30 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;Zayu [Zayu (page does not exist)] [Germany] [Germany] [Dravidians] [Dravidians];>;FreakinAndy [Gurjaras] [Gurjaras] [Austria] [Austria] [FreakinAndy];;Dravidians;Gurjaras;Dravidians;FALSE;;;;;;Kawasan;;
20/06/2022;19:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;Solara [Solara] [Israel] [Israel] [Bengalis] [Bengalis];<;I2aGE [Berbers] [Berbers] [United Kingdom] [United Kingdom] [I2aGe];;Bengalis;Berbers;Berbers;FALSE;;;;;;Kawasan;;
12/06/2022;19:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;Maldhar [Maldhar (page does not exist)] [Canada] [Canada] [Goths] [Goths];>;The Otter One [Goths] [Goths] [Germany] [Germany] [The Otter One];;Goths;Goths;Goths;TRUE;;;;;;Kawasan;;
12/06/2022;15:25 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;Ubetnir [Ubetnir] [Turkey] [Turkey] [Lithuanians] [Lithuanians];<;Solara [Japanese] [Japanese] [Israel] [Israel] [Solara];;Lithuanians;Japanese;Japanese;FALSE;;;;;;Kawasan;;
09/06/2022;19:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;MostMilk [MostMilk (page does not exist)] [Mexico] [Mexico] [Malians] [Malians];<;TwEpY [Saracens] [Saracens] [United Kingdom] [United Kingdom] [TwEpY (page does not exist)];;Malians;Saracens;Saracens;FALSE;;;;;;Kawasan;;
07/06/2022;15:00 UTC;[Age of Empires II];Hera vs DauT Bo21 [DauT vs Hera/6];Kawasan [Kawasan];1v1;DauT [DauT] [Serbia] [Serbia] [Persians] [Persians];<;Hera [Saracens] [Saracens] [Canada] [Canada] [Hera];[Watch VOD] [Watch VOD];Persians;Saracens;Saracens;FALSE;;;;;;Kawasan;;
05/06/2022;18:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;MostMilk [MostMilk (page does not exist)] [Mexico] [Mexico] [Gurjaras] [Gurjaras];>;Lowerty [Bengalis] [Bengalis] [United Kingdom] [United Kingdom] [Lowerty (page does not exist)];;Gurjaras;Bengalis;Gurjaras;FALSE;;;;;;Kawasan;;
04/06/2022;20:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;boOmstik [BoOmstik (page does not exist)] [United States] [United States] [Dravidians] [Dravidians];>;el lechero [Gurjaras] [Gurjaras] [United States] [United States] [El lechero (page does not exist)];;Dravidians;Gurjaras;Dravidians;FALSE;;;;;;Kawasan;;
04/06/2022;18:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;Ubetnir [Ubetnir] [Turkey] [Turkey] [Berbers] [Berbers];>;Darkillermon [Berbers] [Berbers] [Brazil] [Brazil] [Darkillermon (page does not exist)];;Berbers;Berbers;Berbers;TRUE;;;;;;Kawasan;;
04/06/2022;18:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;Ubetnir [Ubetnir] [Turkey] [Turkey] [Dravidians] [Dravidians];<;Darkillermon [Dravidians] [Dravidians] [Brazil] [Brazil] [Darkillermon (page does not exist)];;Dravidians;Dravidians;Dravidians;TRUE;;;;;;Kawasan;;
03/06/2022;20:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;Maldhar [Maldhar (page does not exist)] [Canada] [Canada] [Gurjaras] [Gurjaras];>;ryzenvelos [Bengalis] [Bengalis] [Spain] [Spain] [Ryzenvelos (page does not exist)];;Gurjaras;Bengalis;Gurjaras;FALSE;;;;;;Kawasan;;
03/06/2022;19:30 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;Solara [Solara] [Israel] [Israel] [Dravidians] [Dravidians];>;HazZy [Dravidians] [Dravidians] [United States] [United States] [HazZy];;Dravidians;Dravidians;Dravidians;TRUE;;;;;;Kawasan;;
03/06/2022;19:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;Paulad [Paulad (page does not exist)] [France] [France] [Dravidians] [Dravidians];>;Zamaa [Gurjaras] [Gurjaras] [Argentina] [Argentina] [Zamaa (page does not exist)];;Dravidians;Gurjaras;Dravidians;FALSE;;;;;;Kawasan;;
03/06/2022;17:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;Zayu [Zayu (page does not exist)] [Germany] [Germany] [Mongols] [Mongols];<;bruh [Gurjaras] [Gurjaras] [Brazil] [Brazil] [BruH];;Mongols;Gurjaras;Gurjaras;FALSE;;;;;;Kawasan;;
03/06/2022;17:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;Zayu [Zayu (page does not exist)] [Germany] [Germany] [Gurjaras] [Gurjaras];<;bruh [Bengalis] [Bengalis] [Brazil] [Brazil] [BruH];;Gurjaras;Bengalis;Bengalis;FALSE;;;;;;Kawasan;;
02/06/2022;23:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;c3mbrich [C3mbrich] [Spain] [Spain] [Gurjaras] [Gurjaras];<;ffavorite_1 [Gurjaras] [Gurjaras] [United States] [United States] [Ffavorite 1];;Gurjaras;Gurjaras;Gurjaras;TRUE;;;;;;Kawasan;;
02/06/2022;22:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;Yeoman [Yeoman (page does not exist)] [United Kingdom] [United Kingdom] [Britons] [Britons];<;kamrat qp [Britons] [Britons] [Sweden] [Sweden] [Kamrat qp (page does not exist)];;Britons;Britons;Britons;TRUE;;;;;;Kawasan;;
02/06/2022;22:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;Yeoman [Yeoman (page does not exist)] [United Kingdom] [United Kingdom] [Gurjaras] [Gurjaras];<;kamrat qp [Bengalis] [Bengalis] [Sweden] [Sweden] [Kamrat qp (page does not exist)];;Gurjaras;Bengalis;Bengalis;FALSE;;;;;;Kawasan;;
02/06/2022;21:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;AR12 [AR12] [Germany] [Germany] [Bengalis] [Bengalis];<;True [Bengalis] [Bengalis] [United States] [United States] [True];;Bengalis;Bengalis;Bengalis;TRUE;;;;;;Kawasan;;
02/06/2022;18:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;harryboysam [Harryboysam (page does not exist)] [United Kingdom] [United Kingdom] [Gurjaras] [Gurjaras];<;Frost_9 [Gurjaras] [Gurjaras] [Sweden] [Sweden] [Frost 9];;Gurjaras;Gurjaras;Gurjaras;TRUE;;;;;;Kawasan;;
01/06/2022;21:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;TwEpY [TwEpY (page does not exist)] [United Kingdom] [United Kingdom] [Gurjaras] [Gurjaras];<;kelar [Gurjaras] [Gurjaras] [Germany] [Germany] [Kelar];;Gurjaras;Gurjaras;Gurjaras;TRUE;;;;;;Kawasan;;
01/06/2022;19:10 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;The Otter One [The Otter One] [Germany] [Germany] [Huns] [Huns];<;I2aGE [Huns] [Huns] [United Kingdom] [United Kingdom] [I2aGe];;Huns;Huns;Huns;TRUE;;;;;;Kawasan;;
01/06/2022;19:10 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;The Otter One [The Otter One] [Germany] [Germany] [Gurjaras] [Gurjaras];<;I2aGE [Gurjaras] [Gurjaras] [United Kingdom] [United Kingdom] [I2aGe];;Gurjaras;Gurjaras;Gurjaras;TRUE;;;;;;Kawasan;;
31/05/2022;16:30 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;Funny_Liquid [Funny Liquid (page does not exist)] [Israel] [Israel] [Gurjaras] [Gurjaras];>;Brix [Dravidians] [Dravidians] [Germany] [Germany] [Brix (page does not exist)];;Gurjaras;Dravidians;Gurjaras;FALSE;;;;;;Kawasan;;
26/05/2022;18:45 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;ryzenvelos [Ryzenvelos (page does not exist)] [Spain] [Spain] [Magyars] [Magyars];<;I2aGE [Franks] [Franks] [United Kingdom] [United Kingdom] [I2aGe];;Magyars;Franks;Franks;FALSE;;;;;;Kawasan;;
25/05/2022;20:00 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;Lowerty [Lowerty (page does not exist)] [United Kingdom] [United Kingdom] [Burmese] [Burmese];<;kelar [Aztecs] [Aztecs] [Germany] [Germany] [Kelar];;Burmese;Aztecs;Aztecs;FALSE;;;;;;Kawasan;;
24/05/2022;19:20 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;Brix [Brix (page does not exist)] [Germany] [Germany] [Cumans] [Cumans];<;FreakinAndy [Cumans] [Cumans] [Austria] [Austria] [FreakinAndy];;Cumans;Cumans;Cumans;TRUE;;;;;;Kawasan;;
24/05/2022;19:10 UTC;[Age of Empires II];Ragnarök [Ragnarök];Kawasan [Kawasan];1v1;Maldhar [Maldhar (page does not exist)] [Canada] [Canada] [Incas] [Incas];<;The Otter One [Incas] [Incas] [Germany] [Germany] [The Otter One];;Incas;Incas;Incas;TRUE;;;;;;Kawasan;;
17/05/2022;16:00 UTC;[Age of Empires II];Metsä Cup [Metsä Cup];Kawasan [Kawasan];1v1;emalius2 [Emalius2] [Finland] [Finland] [Franks] [Franks];<;Villese [Aztecs] [Aztecs] [Finland] [Finland] [Villese];;Franks;Aztecs;Aztecs;FALSE;;;;;;Kawasan;;
09/05/2022;17:00 UTC;[Age of Empires II];Metsä Cup [Metsä Cup];Kawasan [Kawasan];1v1;Leija [Leija (page does not exist)] [Finland] [Finland] [Japanese] [Japanese];>;Dogmeat [Byzantines] [Byzantines] [Dogmeat (page does not exist)];;Japanese;Byzantines;Japanese;FALSE;;;;;;Kawasan;;
22/04/2022;17:00 UTC;[Age of Empires II];Metsä Cup [Metsä Cup];Kawasan [Kawasan];1v1;Jupe [Jupe] [Finland] [Finland] [Huns] [Huns];<;Villese [Malay] [Malay] [Finland] [Finland] [Villese];;Huns;Malay;Malay;FALSE;;;;;;Kawasan;;
21/04/2022;17:00 UTC;[Age of Empires II];Metsä Cup [Metsä Cup];Kawasan [Kawasan];1v1;Dogmeat [Dogmeat (page does not exist)] [Mayans] [Mayans];<;Dio Roja [Britons] [Britons] [Finland] [Finland] [Dio Roja (page does not exist)];;Mayans;Britons;Britons;FALSE;;;;;;Kawasan;;
16/04/2022;17:00 UTC;[Age of Empires II];Metsä Cup [Metsä Cup];Kawasan [Kawasan];1v1;IamJeo [IamJeo (page does not exist)] [Finland] [Finland] [Huns] [Huns];>;Torttu [Italians] [Italians] [Finland] [Finland] [Torttu (page does not exist)];;Huns;Italians;Huns;FALSE;;;;;;Kawasan;;
03/03/2022;17:00 UTC;[Age of Empires II];DauT vs TaToH Bo21 [DauT vs TaToH/6];Kawasan [Kawasan];1v1;TaToH [TaToH] [Spain] [Spain] [Lithuanians] [Lithuanians];>;DauT [Japanese] [Japanese] [Serbia] [Serbia] [DauT];[Watch VOD] [Watch VOD];Lithuanians;Japanese;Lithuanians;FALSE;;;;;;Kawasan;;
07/11/2021;16:00 UTC;[Age of Empires II];Master of Asylum [Master of Asylum];Kawasan [Kawasan];1v1;Margougou [Margougou] [France] [France] [Berbers] [Berbers];<;Sitaux [Malians] [Malians] [France] [France] [Sitaux];;Berbers;Malians;Malians;FALSE;;;;;;Kawasan;;
06/11/2021;14:00 UTC;[Age of Empires II];Master of Asylum [Master of Asylum];Kawasan [Kawasan];1v1;Cl3m3nT [Cl3m3nT] [France] [France] [Goths] [Goths];<;Sitaux [Malians] [Malians] [France] [France] [Sitaux];;Goths;Malians;Malians;FALSE;;;;;;Kawasan;;
01/11/2021;14:15 UTC;[Age of Empires II];Master of Asylum [Master of Asylum];Kawasan [Kawasan];1v1;Dfx [Dfx (page does not exist)] [France] [France] [Huns] [Huns];>;c.salette [Malians] [Malians] [France] [France] [C.salette];;Huns;Malians;Huns;FALSE;;;;;;Kawasan;;
16/10/2021;;[Age of Empires II];Master of Asylum [Master of Asylum];Kawasan [Kawasan];1v1;DucBonggo [DucBonggo (page does not exist)] [France] [France] [Saracens] [Saracens];<;LePoséidon [Huns] [Huns] [France] [France] [LePoséidon (page does not exist)];;Saracens;Huns;Huns;FALSE;;;;;;Kawasan;;
15/10/2021;16:15 UTC;[Age of Empires II];Master of Asylum [Master of Asylum];Kawasan [Kawasan];1v1;Kioss3000 [Kioss3000] [France] [France] [Britons] [Britons];>;Tifux [Ethiopians] [Ethiopians] [France] [France] [Tifux (page does not exist)];;Britons;Ethiopians;Britons;FALSE;;;;;;Kawasan;;
13/10/2021;;[Age of Empires II];Master of Asylum [Master of Asylum];Kawasan [Kawasan];1v1;plptheboss [PLP] [France] [France] [Bulgarians] [Bulgarians];<;LePoséidon [Franks] [Franks] [France] [France] [LePoséidon (page does not exist)];;Bulgarians;Franks;Franks;FALSE;;;;;;Kawasan;;
12/10/2021;19:00 UTC;[Age of Empires II];Master of Asylum [Master of Asylum];Kawasan [Kawasan];1v1;Wraith [Wraith] [France] [France] [Huns] [Huns];>;Capout [Malians] [Malians] [France] [France] [Capout];;Huns;Malians;Huns;FALSE;;;;;;Kawasan;;
11/10/2021;13:45 UTC;[Age of Empires II];Master of Asylum [Master of Asylum];Kawasan [Kawasan];1v1;Nyodra [Nyodra (page does not exist)] [France] [France] [Celts] [Celts];>;Wolf_Silver [Slavs] [Slavs] [France] [France] [Wolf Silver (page does not exist)];;Celts;Slavs;Celts;FALSE;;;;;;Kawasan;;
11/10/2021;12:30 UTC;[Age of Empires II];Master of Asylum [Master of Asylum];Kawasan [Kawasan];1v1;Nyodra [Nyodra (page does not exist)] [France] [France] [Chinese] [Chinese];<;c.salette [Aztecs] [Aztecs] [France] [France] [C.salette];;Chinese;Aztecs;Aztecs;FALSE;;;;;;Kawasan;;
10/10/2021;14:30 UTC;[Age of Empires II];Master of Asylum [Master of Asylum];Kawasan [Kawasan];1v1;Anthoxx [Anthoxx (page does not exist)] [Belgium] [Belgium] [Britons] [Britons];>;DucBonggo [Huns] [Huns] [France] [France] [DucBonggo (page does not exist)];;Britons;Huns;Britons;FALSE;;;;;;Kawasan;;
