Mapa;Mi_Civ;Civ_Rival;Partidas;Victorias;Win_Rate
Fortified_Clearing;burmese;bulgarians;3;2;0,6666666666666666
Fortified_Clearing;burmese;burgundians;6;2;0,3333333333333333
Fortified_Clearing;burmese;burmese;4;2;0,5
Fortified_Clearing;burmese;byzantines;3;2;0,6666666666666666
Fortified_Clearing;burmese;celts;2;1;0,5
Fortified_Clearing;burmese;chinese;5;2;0,4
Fortified_Clearing;burmese;cumans;6;1;0,16666666666666666
Fortified_Clearing;burmese;dravidians;4;2;0,5
Fortified_Clearing;burmese;ethiopians;5;3;0,6
Fortified_Clearing;burmese;franks;5;1;0,2
Fortified_Clearing;burmese;georgians;2;2;1,0
Fortified_Clearing;burmese;goths;5;3;0,6
Fortified_Clearing;burmese;gurjaras;2;1;0,5
Fortified_Clearing;burmese;hindustanis;5;5;1,0
Fortified_Clearing;burmese;huns;5;0;0,0
Fortified_Clearing;burmese;incas;2;1;0,5
Fortified_Clearing;burmese;italians;3;2;0,6666666666666666
Fortified_Clearing;burmese;japanese;2;1;0,5
Fortified_Clearing;burmese;jurchens;2;1;0,5
Fortified_Clearing;burmese;khitans;4;2;0,5
Fortified_Clearing;burmese;khmer;2;1;0,5
Fortified_Clearing;burmese;koreans;3;2;0,6666666666666666
Fortified_Clearing;burmese;lithuanians;9;6;0,6666666666666666
Fortified_Clearing;burmese;magyars;5;4;0,8
Fortified_Clearing;burmese;malay;4;1;0,25
Fortified_Clearing;burmese;malians;8;2;0,25
Fortified_Clearing;burmese;mongols;11;5;0,45454545454545453
Fortified_Clearing;burmese;persians;8;4;0,5
Fortified_Clearing;burmese;portuguese;5;4;0,8
Fortified_Clearing;burmese;romans;3;2;0,6666666666666666
Fortified_Clearing;burmese;saracens;3;2;0,6666666666666666
Fortified_Clearing;burmese;shu;2;0;0,0
Fortified_Clearing;burmese;sicilians;1;0;0,0
Fortified_Clearing;burmese;slavs;4;2;0,5
Fortified_Clearing;burmese;spanish;6;5;0,8333333333333334
Fortified_Clearing;burmese;tatars;3;3;1,0
Fortified_Clearing;burmese;teutons;4;2;0,5
Fortified_Clearing;burmese;turks;9;4;0,4444444444444444
Fortified_Clearing;burmese;vietnamese;3;1;0,3333333333333333
Fortified_Clearing;burmese;vikings;4;1;0,25
Fortified_Clearing;burmese;wei;4;1;0,25
Fortified_Clearing;burmese;wu;2;0;0,0
Fortified_Clearing;byzantines;armenians;1;0;0,0
Fortified_Clearing;byzantines;aztecs;6;2;0,3333333333333333
Fortified_Clearing;byzantines;bengalis;7;2;0,2857142857142857
Fortified_Clearing;byzantines;berbers;4;1;0,25
Fortified_Clearing;byzantines;bohemians;12;3;0,25
Fortified_Clearing;byzantines;britons;7;3;0,42857142857142855
Fortified_Clearing;byzantines;bulgarians;4;3;0,75
Fortified_Clearing;byzantines;burgundians;7;3;0,42857142857142855
Fortified_Clearing;byzantines;burmese;3;1;0,3333333333333333
Fortified_Clearing;byzantines;byzantines;4;2;0,5
Fortified_Clearing;byzantines;celts;6;5;0,8333333333333334
Fortified_Clearing;byzantines;chinese;4;2;0,5
Fortified_Clearing;byzantines;cumans;8;3;0,375
Fortified_Clearing;byzantines;dravidians;6;1;0,16666666666666666
Fortified_Clearing;byzantines;ethiopians;4;2;0,5
Fortified_Clearing;byzantines;franks;10;5;0,5
Fortified_Clearing;byzantines;georgians;1;1;1,0
Fortified_Clearing;byzantines;goths;3;2;0,6666666666666666
Fortified_Clearing;byzantines;gurjaras;3;1;0,3333333333333333
Fortified_Clearing;byzantines;hindustanis;6;0;0,0
Fortified_Clearing;byzantines;huns;6;2;0,3333333333333333
Fortified_Clearing;byzantines;incas;6;3;0,5
Fortified_Clearing;byzantines;italians;6;3;0,5
Fortified_Clearing;byzantines;japanese;2;2;1,0
Fortified_Clearing;byzantines;jurchens;2;1;0,5
Fortified_Clearing;byzantines;khmer;6;2;0,3333333333333333
Fortified_Clearing;byzantines;koreans;4;2;0,5
Fortified_Clearing;byzantines;lithuanians;13;8;0,6153846153846154
Fortified_Clearing;byzantines;magyars;7;3;0,42857142857142855
Fortified_Clearing;byzantines;malay;10;2;0,2
Fortified_Clearing;byzantines;malians;7;3;0,42857142857142855
Fortified_Clearing;byzantines;mayans;3;2;0,6666666666666666
Fortified_Clearing;byzantines;mongols;10;4;0,4
Fortified_Clearing;byzantines;persians;3;1;0,3333333333333333
Fortified_Clearing;byzantines;poles;12;4;0,3333333333333333
Fortified_Clearing;byzantines;portuguese;7;3;0,42857142857142855
Fortified_Clearing;byzantines;romans;5;3;0,6
Fortified_Clearing;byzantines;saracens;5;3;0,6
Fortified_Clearing;byzantines;sicilians;4;0;0,0
Fortified_Clearing;byzantines;slavs;4;2;0,5
Fortified_Clearing;byzantines;spanish;12;7;0,5833333333333334
Fortified_Clearing;byzantines;tatars;6;3;0,5
Fortified_Clearing;byzantines;teutons;11;7;0,6363636363636364
Fortified_Clearing;byzantines;turks;4;1;0,25
Fortified_Clearing;byzantines;vietnamese;7;4;0,5714285714285714
Fortified_Clearing;byzantines;vikings;2;0;0,0
Fortified_Clearing;byzantines;wei;3;1;0,3333333333333333
Fortified_Clearing;byzantines;wu;5;3;0,6
Fortified_Clearing;celts;armenians;4;2;0,5
Fortified_Clearing;celts;aztecs;5;3;0,6
Fortified_Clearing;celts;bengalis;5;5;1,0
Fortified_Clearing;celts;berbers;3;2;0,6666666666666666
Fortified_Clearing;celts;bohemians;4;1;0,25
Fortified_Clearing;celts;britons;6;2;0,3333333333333333
Fortified_Clearing;celts;bulgarians;4;2;0,5
Fortified_Clearing;celts;burgundians;10;5;0,5
Fortified_Clearing;celts;burmese;2;1;0,5
Fortified_Clearing;celts;byzantines;6;1;0,16666666666666666
Fortified_Clearing;celts;celts;2;1;0,5
Fortified_Clearing;celts;chinese;2;2;1,0
Fortified_Clearing;celts;cumans;7;3;0,42857142857142855
Fortified_Clearing;celts;dravidians;3;1;0,3333333333333333
Fortified_Clearing;celts;franks;7;3;0,42857142857142855
Fortified_Clearing;celts;georgians;3;2;0,6666666666666666
Fortified_Clearing;celts;goths;3;3;1,0
Fortified_Clearing;celts;gurjaras;5;4;0,8
Fortified_Clearing;celts;hindustanis;5;3;0,6
Fortified_Clearing;celts;huns;4;3;0,75
Fortified_Clearing;celts;incas;3;2;0,6666666666666666
Fortified_Clearing;celts;italians;11;5;0,45454545454545453
Fortified_Clearing;celts;japanese;2;0;0,0
Fortified_Clearing;celts;jurchens;3;1;0,3333333333333333
Fortified_Clearing;celts;khitans;5;4;0,8
Fortified_Clearing;celts;khmer;7;5;0,7142857142857143
Fortified_Clearing;celts;koreans;2;2;1,0
Fortified_Clearing;celts;lithuanians;12;9;0,75
Fortified_Clearing;celts;magyars;8;1;0,125
Fortified_Clearing;celts;malay;5;3;0,6
Fortified_Clearing;celts;malians;3;3;1,0
Fortified_Clearing;celts;mayans;5;3;0,6
Fortified_Clearing;celts;mongols;10;2;0,2
Fortified_Clearing;celts;persians;8;4;0,5
Fortified_Clearing;celts;poles;6;1;0,16666666666666666
Fortified_Clearing;celts;portuguese;5;4;0,8
Fortified_Clearing;celts;romans;4;1;0,25
Fortified_Clearing;celts;saracens;5;1;0,2
Fortified_Clearing;celts;shu;4;0;0,0
Fortified_Clearing;celts;sicilians;11;6;0,5454545454545454
Fortified_Clearing;celts;slavs;4;3;0,75
Fortified_Clearing;celts;spanish;7;2;0,2857142857142857
Fortified_Clearing;celts;tatars;2;2;1,0
Fortified_Clearing;celts;teutons;6;3;0,5
Fortified_Clearing;celts;turks;7;5;0,7142857142857143
Fortified_Clearing;celts;vietnamese;2;0;0,0
Fortified_Clearing;celts;vikings;3;3;1,0
Fortified_Clearing;celts;wei;4;2;0,5
Fortified_Clearing;celts;wu;3;2;0,6666666666666666
Fortified_Clearing;chinese;armenians;3;3;1,0
Fortified_Clearing;chinese;aztecs;5;1;0,2
Fortified_Clearing;chinese;bengalis;4;1;0,25
Fortified_Clearing;chinese;berbers;7;3;0,42857142857142855
Fortified_Clearing;chinese;bohemians;5;2;0,4
Fortified_Clearing;chinese;britons;7;5;0,7142857142857143
Fortified_Clearing;chinese;bulgarians;4;2;0,5
Fortified_Clearing;chinese;burgundians;5;4;0,8
Fortified_Clearing;chinese;burmese;5;3;0,6
Fortified_Clearing;chinese;byzantines;4;2;0,5
Fortified_Clearing;chinese;celts;2;0;0,0
Fortified_Clearing;chinese;chinese;6;3;0,5
Fortified_Clearing;chinese;cumans;8;6;0,75
Fortified_Clearing;chinese;dravidians;2;0;0,0
Fortified_Clearing;chinese;franks;4;1;0,25
Fortified_Clearing;chinese;georgians;3;2;0,6666666666666666
Fortified_Clearing;chinese;goths;2;1;0,5
Fortified_Clearing;chinese;gurjaras;7;5;0,7142857142857143
Fortified_Clearing;chinese;hindustanis;7;1;0,14285714285714285
Fortified_Clearing;chinese;huns;6;4;0,6666666666666666
Fortified_Clearing;chinese;incas;3;1;0,3333333333333333
Fortified_Clearing;chinese;italians;1;1;1,0
Fortified_Clearing;chinese;japanese;2;0;0,0
Fortified_Clearing;chinese;jurchens;1;1;1,0
Fortified_Clearing;chinese;khitans;1;0;0,0
Fortified_Clearing;chinese;khmer;6;0;0,0
Fortified_Clearing;chinese;koreans;1;0;0,0
Fortified_Clearing;chinese;lithuanians;6;6;1,0
Fortified_Clearing;chinese;magyars;5;2;0,4
Fortified_Clearing;chinese;malay;5;3;0,6
Fortified_Clearing;chinese;malians;2;0;0,0
Fortified_Clearing;chinese;mayans;1;1;1,0
Fortified_Clearing;chinese;mongols;5;3;0,6
Fortified_Clearing;chinese;persians;9;4;0,4444444444444444
Fortified_Clearing;chinese;poles;6;1;0,16666666666666666
Fortified_Clearing;chinese;portuguese;7;4;0,5714285714285714
Fortified_Clearing;chinese;romans;3;1;0,3333333333333333
Fortified_Clearing;chinese;saracens;2;0;0,0
Fortified_Clearing;chinese;shu;2;1;0,5
Fortified_Clearing;chinese;sicilians;4;4;1,0
Fortified_Clearing;chinese;slavs;2;1;0,5
Fortified_Clearing;chinese;spanish;6;4;0,6666666666666666
Fortified_Clearing;chinese;teutons;6;3;0,5
Fortified_Clearing;chinese;turks;9;4;0,4444444444444444
Fortified_Clearing;chinese;vietnamese;1;0;0,0
Fortified_Clearing;chinese;vikings;4;2;0,5
Fortified_Clearing;chinese;wei;5;2;0,4
Fortified_Clearing;chinese;wu;3;1;0,3333333333333333
Fortified_Clearing;cumans;armenians;6;4;0,6666666666666666
Fortified_Clearing;cumans;aztecs;9;5;0,5555555555555556
Fortified_Clearing;cumans;bengalis;10;5;0,5
Fortified_Clearing;cumans;berbers;6;1;0,16666666666666666
Fortified_Clearing;cumans;bohemians;20;14;0,7
Fortified_Clearing;cumans;britons;11;8;0,7272727272727273
Fortified_Clearing;cumans;bulgarians;6;3;0,5
Fortified_Clearing;cumans;burgundians;16;10;0,625
Fortified_Clearing;cumans;burmese;6;5;0,8333333333333334
Fortified_Clearing;cumans;byzantines;8;5;0,625
Fortified_Clearing;cumans;celts;7;4;0,5714285714285714
Fortified_Clearing;cumans;chinese;8;2;0,25
Fortified_Clearing;cumans;cumans;26;13;0,5
Fortified_Clearing;cumans;dravidians;3;1;0,3333333333333333
Fortified_Clearing;cumans;ethiopians;6;5;0,8333333333333334
Fortified_Clearing;cumans;franks;7;6;0,8571428571428571
Fortified_Clearing;cumans;georgians;6;4;0,6666666666666666
Fortified_Clearing;cumans;goths;9;3;0,3333333333333333
Fortified_Clearing;cumans;gurjaras;3;1;0,3333333333333333
Fortified_Clearing;cumans;hindustanis;12;4;0,3333333333333333
Fortified_Clearing;cumans;huns;5;4;0,8
Fortified_Clearing;cumans;incas;9;7;0,7777777777777778
Fortified_Clearing;cumans;italians;8;3;0,375
Fortified_Clearing;cumans;japanese;14;11;0,7857142857142857
Fortified_Clearing;cumans;jurchens;4;1;0,25
Fortified_Clearing;cumans;khitans;5;2;0,4
Fortified_Clearing;cumans;khmer;18;10;0,5555555555555556
Fortified_Clearing;cumans;koreans;8;5;0,625
Fortified_Clearing;cumans;lithuanians;13;7;0,5384615384615384
Fortified_Clearing;cumans;magyars;7;6;0,8571428571428571
Fortified_Clearing;cumans;malay;9;2;0,2222222222222222
Fortified_Clearing;cumans;malians;9;4;0,4444444444444444
Fortified_Clearing;cumans;mayans;6;6;1,0
Fortified_Clearing;cumans;mongols;20;10;0,5
Fortified_Clearing;cumans;persians;12;8;0,6666666666666666
Fortified_Clearing;cumans;poles;11;7;0,6363636363636364
Fortified_Clearing;cumans;portuguese;10;7;0,7
Fortified_Clearing;cumans;romans;8;3;0,375
Fortified_Clearing;cumans;saracens;7;4;0,5714285714285714
Fortified_Clearing;cumans;shu;6;5;0,8333333333333334
Fortified_Clearing;cumans;sicilians;9;5;0,5555555555555556
Fortified_Clearing;cumans;slavs;3;2;0,6666666666666666
Fortified_Clearing;cumans;spanish;21;8;0,38095238095238093
Fortified_Clearing;cumans;tatars;8;5;0,625
Fortified_Clearing;cumans;teutons;9;7;0,7777777777777778
Fortified_Clearing;cumans;turks;11;7;0,6363636363636364
Fortified_Clearing;cumans;vietnamese;9;5;0,5555555555555556
Fortified_Clearing;cumans;vikings;5;3;0,6
Fortified_Clearing;cumans;wei;14;6;0,42857142857142855
Fortified_Clearing;cumans;wu;7;4;0,5714285714285714
Fortified_Clearing;dravidians;armenians;4;3;0,75
Fortified_Clearing;dravidians;aztecs;1;0;0,0
Fortified_Clearing;dravidians;bengalis;3;1;0,3333333333333333
Fortified_Clearing;dravidians;berbers;7;3;0,42857142857142855
Fortified_Clearing;dravidians;bohemians;4;1;0,25
Fortified_Clearing;dravidians;britons;3;2;0,6666666666666666
Fortified_Clearing;dravidians;bulgarians;2;2;1,0
Fortified_Clearing;dravidians;burmese;4;2;0,5
Fortified_Clearing;dravidians;byzantines;6;5;0,8333333333333334
Fortified_Clearing;dravidians;celts;3;2;0,6666666666666666
Fortified_Clearing;dravidians;chinese;2;2;1,0
Fortified_Clearing;dravidians;cumans;3;2;0,6666666666666666
Fortified_Clearing;dravidians;franks;5;3;0,6
Fortified_Clearing;dravidians;georgians;3;1;0,3333333333333333
Fortified_Clearing;dravidians;goths;5;1;0,2
Fortified_Clearing;dravidians;gurjaras;6;3;0,5
Fortified_Clearing;dravidians;hindustanis;5;0;0,0
Fortified_Clearing;dravidians;huns;2;1;0,5
Fortified_Clearing;dravidians;incas;1;0;0,0
Fortified_Clearing;dravidians;italians;9;5;0,5555555555555556
Fortified_Clearing;dravidians;japanese;5;4;0,8
Fortified_Clearing;dravidians;jurchens;1;0;0,0
Fortified_Clearing;dravidians;khmer;5;2;0,4
Fortified_Clearing;dravidians;lithuanians;3;2;0,6666666666666666
Fortified_Clearing;dravidians;magyars;5;3;0,6
Fortified_Clearing;dravidians;malay;1;1;1,0
Fortified_Clearing;dravidians;malians;4;1;0,25
Fortified_Clearing;dravidians;mayans;1;0;0,0
Fortified_Clearing;dravidians;mongols;10;4;0,4
Fortified_Clearing;dravidians;persians;3;1;0,3333333333333333
Fortified_Clearing;dravidians;poles;6;4;0,6666666666666666
Fortified_Clearing;dravidians;portuguese;9;3;0,3333333333333333
Fortified_Clearing;dravidians;romans;2;2;1,0
Fortified_Clearing;dravidians;saracens;5;2;0,4
Fortified_Clearing;dravidians;sicilians;3;2;0,6666666666666666
Fortified_Clearing;dravidians;slavs;4;3;0,75
Fortified_Clearing;dravidians;spanish;5;2;0,4
Fortified_Clearing;dravidians;teutons;2;2;1,0
Fortified_Clearing;dravidians;turks;3;0;0,0
Fortified_Clearing;dravidians;vietnamese;6;2;0,3333333333333333
Fortified_Clearing;dravidians;vikings;4;2;0,5
Fortified_Clearing;dravidians;wei;1;0;0,0
Fortified_Clearing;ethiopians;armenians;1;0;0,0
Fortified_Clearing;ethiopians;aztecs;2;1;0,5
Fortified_Clearing;ethiopians;bengalis;8;3;0,375
Fortified_Clearing;ethiopians;berbers;3;2;0,6666666666666666
Fortified_Clearing;ethiopians;bohemians;10;5;0,5
Fortified_Clearing;ethiopians;britons;3;1;0,3333333333333333
Fortified_Clearing;ethiopians;bulgarians;8;5;0,625
Fortified_Clearing;ethiopians;burgundians;11;2;0,18181818181818182
Fortified_Clearing;ethiopians;burmese;5;2;0,4
Fortified_Clearing;ethiopians;byzantines;4;2;0,5
Fortified_Clearing;ethiopians;cumans;6;1;0,16666666666666666
Fortified_Clearing;ethiopians;ethiopians;6;3;0,5
Fortified_Clearing;ethiopians;franks;8;4;0,5
Fortified_Clearing;ethiopians;georgians;1;0;0,0
Fortified_Clearing;ethiopians;goths;2;1;0,5
Fortified_Clearing;ethiopians;gurjaras;5;4;0,8
Fortified_Clearing;ethiopians;hindustanis;3;1;0,3333333333333333
Fortified_Clearing;ethiopians;huns;4;1;0,25
Fortified_Clearing;ethiopians;incas;7;4;0,5714285714285714
Fortified_Clearing;ethiopians;italians;5;4;0,8
Fortified_Clearing;ethiopians;japanese;5;3;0,6
Fortified_Clearing;ethiopians;jurchens;4;2;0,5
Fortified_Clearing;ethiopians;khmer;14;6;0,42857142857142855
Fortified_Clearing;ethiopians;koreans;3;0;0,0
Fortified_Clearing;ethiopians;lithuanians;11;8;0,7272727272727273
Fortified_Clearing;ethiopians;magyars;6;3;0,5
Fortified_Clearing;ethiopians;malay;6;3;0,5
Fortified_Clearing;ethiopians;malians;8;4;0,5
Fortified_Clearing;ethiopians;mayans;2;1;0,5
Fortified_Clearing;ethiopians;mongols;7;2;0,2857142857142857
Fortified_Clearing;ethiopians;persians;2;1;0,5
Fortified_Clearing;ethiopians;poles;4;1;0,25
Fortified_Clearing;ethiopians;portuguese;4;2;0,5
Fortified_Clearing;ethiopians;saracens;2;1;0,5
Fortified_Clearing;ethiopians;sicilians;9;4;0,4444444444444444
Fortified_Clearing;ethiopians;slavs;6;2;0,3333333333333333
Fortified_Clearing;ethiopians;spanish;8;0;0,0
Fortified_Clearing;ethiopians;tatars;2;2;1,0
Fortified_Clearing;ethiopians;teutons;6;4;0,6666666666666666
Fortified_Clearing;ethiopians;turks;4;2;0,5
Fortified_Clearing;ethiopians;vietnamese;6;3;0,5
Fortified_Clearing;ethiopians;vikings;2;1;0,5
Fortified_Clearing;ethiopians;wei;5;2;0,4
Fortified_Clearing;ethiopians;wu;6;6;1,0
Fortified_Clearing;franks;armenians;9;8;0,8888888888888888
Fortified_Clearing;franks;aztecs;5;3;0,6
Fortified_Clearing;franks;bengalis;5;4;0,8
Fortified_Clearing;franks;berbers;2;2;1,0
Fortified_Clearing;franks;bohemians;9;2;0,2222222222222222
Fortified_Clearing;franks;britons;4;1;0,25
Fortified_Clearing;franks;bulgarians;4;3;0,75
Fortified_Clearing;franks;burgundians;8;4;0,5
Fortified_Clearing;franks;burmese;5;4;0,8
Fortified_Clearing;franks;byzantines;10;5;0,5
Fortified_Clearing;franks;celts;7;4;0,5714285714285714
Fortified_Clearing;franks;chinese;4;3;0,75
Fortified_Clearing;franks;cumans;7;1;0,14285714285714285
Fortified_Clearing;franks;dravidians;5;2;0,4
Fortified_Clearing;franks;ethiopians;8;4;0,5
Fortified_Clearing;franks;franks;2;1;0,5
Fortified_Clearing;franks;georgians;4;1;0,25
Fortified_Clearing;franks;goths;1;1;1,0
Fortified_Clearing;franks;gurjaras;3;2;0,6666666666666666
Fortified_Clearing;franks;hindustanis;3;1;0,3333333333333333
Fortified_Clearing;franks;huns;6;4;0,6666666666666666
Fortified_Clearing;franks;incas;3;1;0,3333333333333333
Fortified_Clearing;franks;italians;3;1;0,3333333333333333
Fortified_Clearing;franks;japanese;9;3;0,3333333333333333
Fortified_Clearing;franks;jurchens;1;1;1,0
Fortified_Clearing;franks;khmer;8;4;0,5
Fortified_Clearing;franks;koreans;4;3;0,75
Fortified_Clearing;franks;lithuanians;12;5;0,4166666666666667
Fortified_Clearing;franks;magyars;6;5;0,8333333333333334
Fortified_Clearing;franks;malay;1;0;0,0
Fortified_Clearing;franks;malians;1;0;0,0
Fortified_Clearing;franks;mayans;2;1;0,5
Fortified_Clearing;franks;mongols;3;3;1,0
Fortified_Clearing;franks;persians;6;2;0,3333333333333333
Fortified_Clearing;franks;poles;5;2;0,4
Fortified_Clearing;franks;portuguese;3;2;0,6666666666666666
Fortified_Clearing;franks;romans;4;2;0,5
Fortified_Clearing;franks;saracens;6;3;0,5
Fortified_Clearing;franks;shu;4;1;0,25
Fortified_Clearing;franks;sicilians;1;0;0,0
Fortified_Clearing;franks;slavs;6;3;0,5
Fortified_Clearing;franks;spanish;7;3;0,42857142857142855
Fortified_Clearing;franks;tatars;3;2;0,6666666666666666
Fortified_Clearing;franks;teutons;5;3;0,6
Fortified_Clearing;franks;turks;7;3;0,42857142857142855
Fortified_Clearing;franks;vietnamese;9;5;0,5555555555555556
Fortified_Clearing;franks;vikings;5;3;0,6
Fortified_Clearing;franks;wei;5;1;0,2
Fortified_Clearing;franks;wu;6;5;0,8333333333333334
Fortified_Clearing;georgians;armenians;2;0;0,0
Fortified_Clearing;georgians;aztecs;3;3;1,0
Fortified_Clearing;georgians;bengalis;2;1;0,5
Fortified_Clearing;georgians;berbers;3;1;0,3333333333333333
Fortified_Clearing;georgians;bohemians;5;1;0,2
Fortified_Clearing;georgians;britons;4;0;0,0
Fortified_Clearing;georgians;bulgarians;6;1;0,16666666666666666
Fortified_Clearing;georgians;burgundians;8;0;0,0
Fortified_Clearing;georgians;burmese;2;0;0,0
Fortified_Clearing;georgians;byzantines;1;0;0,0
Fortified_Clearing;georgians;celts;3;1;0,3333333333333333
Fortified_Clearing;georgians;chinese;3;1;0,3333333333333333
Fortified_Clearing;georgians;cumans;6;2;0,3333333333333333
Fortified_Clearing;georgians;dravidians;3;2;0,6666666666666666
Fortified_Clearing;georgians;ethiopians;1;1;1,0
Fortified_Clearing;georgians;franks;4;3;0,75
Fortified_Clearing;georgians;georgians;2;1;0,5
Fortified_Clearing;georgians;goths;2;0;0,0
Fortified_Clearing;georgians;gurjaras;3;1;0,3333333333333333
Fortified_Clearing;georgians;hindustanis;2;1;0,5
Fortified_Clearing;georgians;incas;2;0;0,0
Fortified_Clearing;georgians;italians;2;1;0,5
Fortified_Clearing;georgians;japanese;2;0;0,0
Fortified_Clearing;georgians;khitans;1;1;1,0
Fortified_Clearing;georgians;khmer;3;0;0,0
Fortified_Clearing;georgians;koreans;4;3;0,75
Fortified_Clearing;georgians;lithuanians;4;3;0,75
Fortified_Clearing;georgians;magyars;3;2;0,6666666666666666
Fortified_Clearing;georgians;malay;4;1;0,25
Fortified_Clearing;georgians;malians;5;1;0,2
Fortified_Clearing;georgians;mayans;2;2;1,0
Fortified_Clearing;georgians;mongols;10;5;0,5
Fortified_Clearing;georgians;persians;2;2;1,0
Fortified_Clearing;georgians;poles;4;3;0,75
Fortified_Clearing;georgians;romans;4;3;0,75
Fortified_Clearing;georgians;saracens;3;1;0,3333333333333333
Fortified_Clearing;georgians;shu;1;0;0,0
Fortified_Clearing;georgians;slavs;1;0;0,0
Fortified_Clearing;georgians;spanish;8;5;0,625
Fortified_Clearing;georgians;tatars;1;0;0,0
Fortified_Clearing;georgians;teutons;5;3;0,6
Fortified_Clearing;georgians;turks;2;1;0,5
Fortified_Clearing;georgians;vietnamese;5;4;0,8
Fortified_Clearing;georgians;vikings;2;0;0,0
Fortified_Clearing;georgians;wei;2;1;0,5
Fortified_Clearing;georgians;wu;1;0;0,0
Fortified_Clearing;goths;armenians;2;1;0,5
Fortified_Clearing;goths;aztecs;2;2;1,0
Fortified_Clearing;goths;bengalis;5;2;0,4
Fortified_Clearing;goths;berbers;3;2;0,6666666666666666
Fortified_Clearing;goths;bohemians;7;1;0,14285714285714285
Fortified_Clearing;goths;britons;7;6;0,8571428571428571
Fortified_Clearing;goths;bulgarians;3;1;0,3333333333333333
Fortified_Clearing;goths;burgundians;11;6;0,5454545454545454
Fortified_Clearing;goths;burmese;5;2;0,4
Fortified_Clearing;goths;byzantines;3;1;0,3333333333333333
Fortified_Clearing;goths;celts;3;0;0,0
Fortified_Clearing;goths;chinese;2;1;0,5
Fortified_Clearing;goths;cumans;9;6;0,6666666666666666
Fortified_Clearing;goths;dravidians;5;4;0,8
Fortified_Clearing;goths;ethiopians;2;1;0,5
Fortified_Clearing;goths;franks;1;0;0,0
Fortified_Clearing;goths;georgians;2;2;1,0
Fortified_Clearing;goths;goths;6;3;0,5
Fortified_Clearing;goths;gurjaras;4;2;0,5
Fortified_Clearing;goths;hindustanis;5;3;0,6
Fortified_Clearing;goths;huns;3;1;0,3333333333333333
Fortified_Clearing;goths;incas;2;1;0,5
Fortified_Clearing;goths;italians;2;2;1,0
Fortified_Clearing;goths;japanese;6;1;0,16666666666666666
Fortified_Clearing;goths;khitans;1;1;1,0
Fortified_Clearing;goths;khmer;10;4;0,4
Fortified_Clearing;goths;koreans;3;3;1,0
Fortified_Clearing;goths;lithuanians;1;1;1,0
Fortified_Clearing;goths;magyars;6;4;0,6666666666666666
Fortified_Clearing;goths;malay;3;2;0,6666666666666666
Fortified_Clearing;goths;malians;4;3;0,75
Fortified_Clearing;goths;mayans;1;1;1,0
Fortified_Clearing;goths;mongols;13;9;0,6923076923076923
Fortified_Clearing;goths;persians;5;5;1,0
Fortified_Clearing;goths;poles;5;2;0,4
Fortified_Clearing;goths;portuguese;5;4;0,8
Fortified_Clearing;goths;romans;1;0;0,0
Fortified_Clearing;goths;saracens;5;2;0,4
Fortified_Clearing;goths;shu;5;4;0,8
Fortified_Clearing;goths;sicilians;3;0;0,0
Fortified_Clearing;goths;slavs;3;1;0,3333333333333333
Fortified_Clearing;goths;spanish;7;0;0,0
Fortified_Clearing;goths;tatars;3;1;0,3333333333333333
Fortified_Clearing;goths;teutons;4;2;0,5
Fortified_Clearing;goths;turks;4;0;0,0
Fortified_Clearing;goths;vietnamese;3;1;0,3333333333333333
Fortified_Clearing;goths;vikings;6;3;0,5
Fortified_Clearing;goths;wei;7;2;0,2857142857142857
Fortified_Clearing;goths;wu;5;2;0,4
Fortified_Clearing;gurjaras;aztecs;8;1;0,125
Fortified_Clearing;gurjaras;bengalis;3;0;0,0
Fortified_Clearing;gurjaras;berbers;5;2;0,4
Fortified_Clearing;gurjaras;bohemians;2;2;1,0
Fortified_Clearing;gurjaras;britons;5;2;0,4
Fortified_Clearing;gurjaras;bulgarians;3;2;0,6666666666666666
Fortified_Clearing;gurjaras;burgundians;6;2;0,3333333333333333
Fortified_Clearing;gurjaras;burmese;2;1;0,5
Fortified_Clearing;gurjaras;byzantines;3;2;0,6666666666666666
Fortified_Clearing;gurjaras;celts;5;1;0,2
Fortified_Clearing;gurjaras;chinese;7;2;0,2857142857142857
Fortified_Clearing;gurjaras;cumans;3;2;0,6666666666666666
Fortified_Clearing;gurjaras;dravidians;6;3;0,5
Fortified_Clearing;gurjaras;ethiopians;5;1;0,2
Fortified_Clearing;gurjaras;franks;3;1;0,3333333333333333
Fortified_Clearing;gurjaras;georgians;3;2;0,6666666666666666
Fortified_Clearing;gurjaras;goths;4;2;0,5
Fortified_Clearing;gurjaras;gurjaras;2;1;0,5
Fortified_Clearing;gurjaras;hindustanis;10;2;0,2
Fortified_Clearing;gurjaras;huns;2;0;0,0
Fortified_Clearing;gurjaras;japanese;4;2;0,5
Fortified_Clearing;gurjaras;khmer;6;5;0,8333333333333334
Fortified_Clearing;gurjaras;koreans;5;3;0,6
Fortified_Clearing;gurjaras;lithuanians;2;2;1,0
Fortified_Clearing;gurjaras;magyars;1;0;0,0
Fortified_Clearing;gurjaras;malay;1;0;0,0
Fortified_Clearing;gurjaras;malians;2;1;0,5
Fortified_Clearing;gurjaras;mayans;4;2;0,5
Fortified_Clearing;gurjaras;mongols;7;4;0,5714285714285714
Fortified_Clearing;gurjaras;persians;6;4;0,6666666666666666
